Event	 Shape Type	 en: Indicator Name	 en: Indicator Abbrv	 en: Indicator Description	 ka: Indicator Name	 ka: Indicator Abbrv	 ka: Indicator Description	 Number Format (optional: e.g. %)	en: Scale Name	 ka: Scale Name	 Scale Color	en: Scale Name	 ka: Scale Name	 Scale Color	en: Scale Name	 ka: Scale Name	 Scale Color	en: Scale Name	 ka: Scale Name	 Scale Color	en: Scale Name	 ka: Scale Name	 Scale Color	en: Scale Name	 ka: Scale Name	 Scale Color	en: Scale Name	 ka: Scale Name	 Scale Color	en: Scale Name	 ka: Scale Name	 Scale Color	en: Scale Name	 ka: Scale Name	 Scale Color	en: Scale Name	 ka: Scale Name	 Scale Color	en: Scale Name	 ka: Scale Name	 Scale Color	en: Scale Name	 ka: Scale Name	 Scale Color			
2008 Parliamentary - Party List	District	Vote share Right Wing Alliance, Topadze Industrialists (%)	Industrialists	Vote share Right Wing Alliance, Topadze Industrialists (%)	მემარჯვენე ალიანსი, თოფაძე მრეწველები	ალიანსი	მემარჯვენე ალიანსი, თოფაძე მრეწველები	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Party List	District	Vote share Sportsman's Union (%)	SU	Vote share Sportsman's Union (%)	სპორტსმენთა კავშირი	სპორტსმენთა კავშირი	სპორტსმენთა კავშირი	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Party List	District	Vote share Traditionalists - Our Georgia and Women's Party (%)	Traditionalists	Vote share Traditionalists - Our Georgia and Women's Party (%)	ტრადიციონალისტები ჩვენი საქართველო და ქალთა პარტია	ტრადიციონალისტები ჩვენი საქართველო და ქალთა პარტია	ტრადიციონალისტები ჩვენი საქართველო და ქალთა პარტია	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Party List	District	Vote share United Opposition (%)	UO	Vote share United Opposition (%)	გაერთიანებული ოპოზიცია	გაერთიანებული ოპოზიცია	გაერთიანებული ოპოზიცია	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Party List	District	Vote share UNM (%)	UNM	Vote share UNM (%)	ნაც. მოძრაობა	ნაც. მოძრაობა	ნაც. მოძრაობა	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Party List	Precinct	Average votes per minute (08:00-12:00)	VPM 08:00-12:00	Average votes per minute (08:00-12:00)	მიცემული ხმების რაოდენობა ერთ წუთში (08:00-12:00)	VPM 08:00-12:00	მიცემული ხმების რაოდენობა ერთ წუთში (08:00-12:00)		0	0		0-1	0-1		1-2	1-2		2-3	2-3		>3	>3																									
2008 Parliamentary - Party List	Precinct	Average votes per minute (12:00-17:00)	VPM 12:00-17:00	Average votes per minute (12:00-17:00)	მიცემული ხმების რაოდენობა ერთ წუთში (12:00-17:00)	VPM 12:00-17:00	მიცემული ხმების რაოდენობა ერთ წუთში (12:00-17:00)		0	0		0-1	0-1		1-2	1-2		2-3	2-3		>3	>3																									
2008 Parliamentary - Party List	Precinct	Average votes per minute (17:00-20:00)	VPM 17:00-20:00	Average votes per minute (17:00-20:00)	მიცემული ხმების რაოდენობა ერთ წუთში (17:00-20:00)	VPM 17:00-20:00	მიცემული ხმების რაოდენობა ერთ წუთში (17:00-20:00)		0	0		0-1	0-1		1-2	1-2		2-3	2-3		>3	>3																									
2008 Parliamentary - Party List	Precinct	Total Turnout (%)	TT%	Total Turnout (%)	სულ (%)	სულ%	სულ (%)	%	0-5	0-5	#EEDC82	05/10/12	05/10/12	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Party List	Precinct	Total Turnout (#)	TT#	Total Turnout (#)	სულ (#)	სულ#	სულ (#)		0	0		0-500	0-500		500-1000	500-1000		1000-1500	1000-1500		1500-2000	1500-2000		2000-2500	2000-2500		>2500	>2500																			
2008 Parliamentary - Party List	Precinct	Vote share CDM (%)	CDM	Vote share CDM (%)	ქდმ	ქდმ	ქდმ	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Party List	Precinct	Vote share Christian Democratic Alliance (%)	CDA	Vote share Christian Democratic Alliance (%)	ქრისტიან-დემოკრატიული ალიანსი	ქრისტიან-დემოკრატიული ალიანსი	ქრისტიან-დემოკრატიული ალიანსი	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Party List	Precinct	Vote share Georgian Politics (%)	Geo. Politics	Vote share Georgian Politics (%)	ქართული პოლიტიკა	ქართული პოლიტიკა	ქართული პოლიტიკა	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Party List	Precinct	Vote share Labour (%)	Labour	Vote share Labour (%)	ლეიბორისტული პარტია	ლეიბორისტული პარტია	ლეიბორისტული პარტია	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Party List	Precinct	Vote share National Party of Radical Democrats of Georgia (%)	NPRDG	Vote share National Party of Radical Democrats of Georgia (%)	სრულიად საქართველოს რადიკალ დემოკრატთა ნაციონალური პარტია	რადიკალ-დემოკრატები	სრულიად საქართველოს რადიკალ დემოკრატთა ნაციონალური პარტია	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Party List	Precinct	Vote share Our Country (%)	OC	Vote share Our Country (%)	ჩვენი ქვეყანა	ჩვენი ქვეყანა	ჩვენი ქვეყანა	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Party List	Precinct	Vote share Republican party (%)	Republicans	Vote share Republican party (%)	რესპუბლიკური პარტია	რესპუბლიკური პარტია	რესპუბლიკური პარტია	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Party List	Precinct	Vote share Right Wing Alliance, Topadze Industrialists (%)	Industrialists	Vote share Right Wing Alliance, Topadze Industrialists (%)	მემარჯვენე ალიანსი, თოფაძე მრეწველები	ალიანსი	მემარჯვენე ალიანსი, თოფაძე მრეწველები	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Party List	Precinct	Vote share Sportsman's Union (%)	SU	Vote share Sportsman's Union (%)	სპორტსმენთა კავშირი	სპორტსმენთა კავშირი	სპორტსმენთა კავშირი	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Party List	Precinct	Vote share Traditionalists - Our Georgia and Women's Party (%)	Traditionalists	Vote share Traditionalists - Our Georgia and Women's Party (%)	ტრადიციონალისტები ჩვენი საქართველო და ქალთა პარტია	ტრადიციონალისტები ჩვენი საქართველო და ქალთა პარტია	ტრადიციონალისტები ჩვენი საქართველო და ქალთა პარტია	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Party List	Precinct	Vote share United Opposition (%)	UO	Vote share United Opposition (%)	გაერთიანებული ოპოზიცია	გაერთიანებული ოპოზიცია	გაერთიანებული ოპოზიცია	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Party List	Precinct	Vote share UNM (%)	UNM	Vote share UNM (%)	ნაც. მოძრაობა	ნაც. მოძრაობა	ნაც. მოძრაობა	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Party List	Region	Number of Precincts with votes per minute > 3 (08:00-12:00)	VPM 08:00-12:00	Number of Precincts with votes per minute > 3 (08:00-12:00)	ხმების რაოდენობა ერთ წუთში (08:00-12:00)	VPM 08:00-12:00	ხმების რაოდენობა ერთ წუთში (08:00-12:00)		0	0		1-2	1-2		2-4	2-4		4-6	4-6		6-8	6-8		8-10	8-10		>10	>10																			
2008 Parliamentary - Party List	Region	Number of Precincts with votes per minute > 3 (12:00-17:00)	VPM 12:00-17:00	Number of Precincts with votes per minute > 3 (12:00-17:00)	ხმების რაოდენობა ერთ წუთში (12:00-17:00)	VPM 12:00-17:00	ხმების რაოდენობა ერთ წუთში (12:00-17:00)		0	0		1-2	1-2		2-4	2-4		4-6	4-6		6-8	6-8		8-10	8-10		>10	>10																			
2008 Parliamentary - Party List	Region	Number of Precincts with votes per minute > 3 (17:00-20:00)	VPM 17:00-20:00	Number of Precincts with votes per minute > 3 (17:00-20:00)	ხმების რაოდენობა ერთ წუთში (17:00-20:00)	VPM 17:00-20:00	ხმების რაოდენობა ერთ წუთში (17:00-20:00)		0	0		1-2	1-2		2-4	2-4		4-6	4-6		6-8	6-8		8-10	8-10		>10	>10																			
2008 Parliamentary - Party List	Region	Total Turnout (%)	TT%	Total Turnout (%)	სულ (%)	სულ%	სულ (%)	%	0-5	0-5	#EEDC82	05/10/12	05/10/12	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Party List	Region	Total Turnout (#)	TT#	Total Turnout (#)	სულ (#)	სულ#	სულ (#)		0	0		0-50000	0-50000		50000-100000	50000-100000		100000-150000	100000-150000		150000-200000	150000-200000		200000-300000	200000-300000		300000-400000	300000-400000		400000-500000	400000-500000		>500000	>500000													
2008 Parliamentary - Party List	Region	Vote share CDM (%)	CDM	Vote share CDM (%)	ქდმ	ქდმ	ქდმ	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Party List	Region	Vote share Christian Democratic Alliance (%)	CDA	Vote share Christian Democratic Alliance (%)	ქრისტიან-დემოკრატიული ალიანსი	ქრისტიან-დემოკრატიული ალიანსი	ქრისტიან-დემოკრატიული ალიანსი	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Party List	Region	Vote share Georgian Politics (%)	Geo. Politics	Vote share Georgian Politics (%)	ქართული პოლიტიკა	ქართული პოლიტიკა	ქართული პოლიტიკა	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Party List	Region	Vote share Labour (%)	Labour	Vote share Labour (%)	ლეიბორისტული პარტია	ლეიბორისტული პარტია	ლეიბორისტული პარტია	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Party List	Region	Vote share National Party of Radical Democrats of Georgia (%)	NPRDG	Vote share National Party of Radical Democrats of Georgia (%)	სრულიად საქართველოს რადიკალ დემოკრატთა ნაციონალური პარტია	რადიკალ-დემოკრატები	სრულიად საქართველოს რადიკალ დემოკრატთა ნაციონალური პარტია	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Party List	Region	Vote share Our Country (%)	OC	Vote share Our Country (%)	ჩვენი ქვეყანა	ჩვენი ქვეყანა	ჩვენი ქვეყანა	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Party List	Region	Vote share Republican party (%)	Republicans	Vote share Republican party (%)	რესპუბლიკური პარტია	რესპუბლიკური პარტია	რესპუბლიკური პარტია	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Party List	Region	Vote share Right Wing Alliance, Topadze Industrialists (%)	Industrialists	Vote share Right Wing Alliance, Topadze Industrialists (%)	მემარჯვენე ალიანსი, თოფაძე მრეწველები	ალიანსი	მემარჯვენე ალიანსი, თოფაძე მრეწველები	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Party List	Region	Vote share Sportsman's Union (%)	SU	Vote share Sportsman's Union (%)	სპორტსმენთა კავშირი	სპორტსმენთა კავშირი	სპორტსმენთა კავშირი	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Party List	Region	Vote share Traditionalists - Our Georgia and Women's Party (%)	Traditionalists	Vote share Traditionalists - Our Georgia and Women's Party (%)	ტრადიციონალისტები ჩვენი საქართველო და ქალთა პარტია	ტრადიციონალისტები ჩვენი საქართველო და ქალთა პარტია	ტრადიციონალისტები ჩვენი საქართველო და ქალთა პარტია	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Party List	Region	Vote share United Opposition (%)	UO	Vote share United Opposition (%)	გაერთიანებული ოპოზიცია	გაერთიანებული ოპოზიცია	გაერთიანებული ოპოზიცია	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
