Event	 Shape Type	 en: Indicator Name	 en: Indicator Abbrv	 en: Indicator Description	 ka: Indicator Name	 ka: Indicator Abbrv	 ka: Indicator Description	 Number Format (optional: e.g. %)	en: Scale Name	 ka: Scale Name	 Scale Color	en: Scale Name	 ka: Scale Name	 Scale Color	en: Scale Name	 ka: Scale Name	 Scale Color	en: Scale Name	 ka: Scale Name	 Scale Color	en: Scale Name	 ka: Scale Name	 Scale Color	en: Scale Name	 ka: Scale Name	 Scale Color	en: Scale Name	 ka: Scale Name	 Scale Color	en: Scale Name	 ka: Scale Name	 Scale Color	en: Scale Name	 ka: Scale Name	 Scale Color	en: Scale Name	 ka: Scale Name	 Scale Color	en: Scale Name	 ka: Scale Name	 Scale Color	en: Scale Name	 ka: Scale Name	 Scale Color			
2008 Parliamentary - Majoritarian Bi-Elec 	Precinct	Average votes per minute (08:00-12:00)	VPM 08:00-12:00	Average votes per minute (08:00-12:00)	ხმების რაოდენობა ერთ წუთში (08:00-12:00)	VPM 08:00-12:00	ხმების რაოდენობა ერთ წუთში (08:00-12:00)		0	0		0-1	0-1		1-2	1-2		2-3	2-3		>3	>3																									
2008 Parliamentary - Majoritarian Bi-Elec 	Precinct	Average votes per minute (12:00-17:00)	VPM 12:00-17:00	Average votes per minute (12:00-17:00)	ხმების რაოდენობა ერთ წუთში (12:00-17:00)	VPM 12:00-17:00	ხმების რაოდენობა ერთ წუთში (12:00-17:00)		0	0		0-1	0-1		1-2	1-2		2-3	2-3		>3	>3																									
2008 Parliamentary - Majoritarian Bi-Elec 	Precinct	Average votes per minute (17:00-20:00)	VPM 17:00-20:00	Average votes per minute (17:00-20:00)	ხმების რაოდენობა ერთ წუთში (17:00-20:00)	VPM 17:00-20:00	ხმების რაოდენობა ერთ წუთში (17:00-20:00)		0	0		0-1	0-1		1-2	1-2		2-3	2-3		>3	>3																									
2008 Parliamentary - Majoritarian Bi-Elec 	Precinct	Total Turnout (%)	TT%	Total Turnout (%)	სულ (%)	სულ%	სულ (%)	%	0-5	0-5	#EEDC82	05/10/12	05/10/12	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Majoritarian Bi-Elec 	Precinct	Total Turnout (#)	TT#	Total Turnout (#)	სულ (#)	სულ#	სულ (#)		0	0		0-500	0-500		500-1000	500-1000		1000-1500	1000-1500		1500-2000	1500-2000		2000-2500	2000-2500		>2500	>2500																			
2008 Parliamentary - Majoritarian Bi-Elec 	Precinct	Vote share CDM (%)	CDM	Vote share CDM (%)	ქდმ (%)	ქდმ	ქდმ (%)	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Majoritarian Bi-Elec 	Precinct	Vote share Georgian Group (%)	Geo. Group	Vote share Georgian Group (%)	ქართული დასი (%)	ქართული დასი	ქართული დასი (%)	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Majoritarian Bi-Elec 	Precinct	Vote share National Democratic Party of Georgia (%)	NDP	Vote share National Democratic Party of Georgia (%)	საქართველოს ეროვნულ დემოკრატიული პარტია (%)	ედპ	საქართველოს ეროვნულ დემოკრატიული პარტია (%)	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Majoritarian Bi-Elec 	Precinct	Vote share National Party of Radical Democrats of Georgia (%)	NPRDG	Vote share National Party of Radical Democrats of Georgia (%)	სრულიად საქართველოს რადიკალ დემოკრატთა ნაციონალური პარტია (%)	რადიკალ-დემოკრატები	სრულიად საქართველოს რადიკალ დემოკრატთა ნაციონალური პარტია (%)	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Majoritarian Bi-Elec 	Precinct	Vote share We Ourselves (%)	WO	Vote share We Ourselves (%)	ჩვენ თვითონ (%)	ჩვენ თვითონ	ჩვენ თვითონ (%)	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Majoritarian Bi-Elec 	Region	Number of Precincts with votes per minute > 3 (08:00-12:00)	VPM 08:00-12:00	Number of Precincts with votes per minute > 3 (08:00-12:00)	ხმების რაოდენობა ერთ წუთში (08:00-12:00)	VPM 08:00-12:00	ხმების რაოდენობა ერთ წუთში (08:00-12:00)		0	0		1-2	1-2		2-4	2-4		4-6	4-6		6-8	6-8		8-10	8-10		>10	>10																			
2008 Parliamentary - Majoritarian Bi-Elec 	Region	Number of Precincts with votes per minute > 3 (12:00-17:00)	VPM 12:00-17:00	Number of Precincts with votes per minute > 3 (12:00-17:00)	ხმების რაოდენობა ერთ წუთში (12:00-17:00)	VPM 12:00-17:00	ხმების რაოდენობა ერთ წუთში (12:00-17:00)		0	0		1-2	1-2		2-4	2-4		4-6	4-6		6-8	6-8		8-10	8-10		>10	>10																			
2008 Parliamentary - Majoritarian Bi-Elec 	Region	Number of Precincts with votes per minute > 3 (17:00-20:00)	VPM 17:00-20:00	Number of Precincts with votes per minute > 3 (17:00-20:00)	ხმების რაოდენობა ერთ წუთში (17:00-20:00)	VPM 17:00-20:00	ხმების რაოდენობა ერთ წუთში (17:00-20:00)		0	0		1-2	1-2		2-4	2-4		4-6	4-6		6-8	6-8		8-10	8-10		>10	>10																			
2008 Parliamentary - Majoritarian Bi-Elec 	Region	Total Turnout (%)	TT%	Total Turnout (%)	სულ (%)	სულ%	სულ (%)	%	0-5	0-5	#EEDC82	05/10/12	05/10/12	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Majoritarian Bi-Elec 	Region	Total Turnout (#)	TT#	Total Turnout (#)	სულ (#)	სულ#	სულ (#)		0	0		0-50000	0-50000		50000-100000	50000-100000		100000-150000	100000-150000		150000-200000	150000-200000		200000-300000	200000-300000		300000-400000	300000-400000		400000-500000	400000-500000		>500000	>500000													
2008 Parliamentary - Majoritarian Bi-Elec 	Region	Vote share CDM (%)	CDM	Vote share CDM (%)	ქდმ (%)	ქდმ	ქდმ (%)	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Majoritarian Bi-Elec 	Region	Vote share Georgian Group (%)	Geo. Group	Vote share Georgian Group (%)	ქართული დასი (%)	ქართული დასი	ქართული დასი (%)	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Majoritarian Bi-Elec 	Region	Vote share National Democratic Party of Georgia (%)	NDP	Vote share National Democratic Party of Georgia (%)	საქართველოს ეროვნულ დემოკრატიული პარტია (%)	ედპ	საქართველოს ეროვნულ დემოკრატიული პარტია (%)	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Majoritarian Bi-Elec 	Region	Vote share National Party of Radical Democrats of Georgia (%)	NPRDG	Vote share National Party of Radical Democrats of Georgia (%)	სრულიად საქართველოს რადიკალ დემოკრატთა ნაციონალური პარტია (%)	რადიკალ-დემოკრატები	სრულიად საქართველოს რადიკალ დემოკრატთა ნაციონალური პარტია (%)	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
2008 Parliamentary - Majoritarian Bi-Elec 	Region	Vote share We Ourselves (%)	WO	Vote share We Ourselves (%)	ჩვენ თვითონ (%)	ჩვენ თვითონ	ჩვენ თვითონ (%)	%	0-5	0-5	#EEDC82	5-10	5-10	#FFFF00	10-15	10-15	#F4A460	15-20	15-20	#FFB6C1	20-30	20-30	#8EE5EE	30-40	30-40	#32CD32	40-50	40-50	#006400	50-60	50-60	#00BFFF	60-70	60-70	#000080	70-80	70-80	#FF0000	80-90	80-90	#D02090	90-100	90-100	#B22222	>100	>100	#000000
